Country	Station Name	Period	Jan	Feb	Mar	Apr	May	Jun	Jul	Aug	Sep	Oct	Nov	Dec
NEW ZEALAND	MT VERNON 2	1961-1990	54.8	62.9	83.1	65.3	62.9	83.2	96.8	81.5	70.7	53.2	54.5	76.7
NEW ZEALAND	KOTEMAORI,GLENFARG SN	1961-1990	92.9	143.1	128.0	139.7	106.8	166.8	115.2	145.3	110.0	99.8	72.0	140.7
NEW ZEALAND	WAIHUA VALLEY	1961-1990	74.0	130.5	138.6	138.0	122.5	132.9	124.6	138.2	109.6	80.9	76.5	114.6
NEW ZEALAND	WAIROA,WAIPUTAPUTA SN	1961-1990	89.1	141.8	150.6	164.1	146.4	170.0	154.2	158.9	130.1	97.2	86.7	136.2
NEW ZEALAND	WAIROA,FRASERTOWN	1961-1990	83.3	131.3	129.2	144.2	140.4	136.8	126.8	140.7	105.3	86.1	80.7	112.7
NEW ZEALAND	TUHARA VALLEY	1961-1990	82.5	103.5	132.5	125.0	136.4	165.2	142.1	149.8	110.8	84.3	69.8	97.6
NEW ZEALAND	TURAKINA	1961-1990	69.1	58.3	71.9	68.0	82.2	89.4	92.4	79.7	70.5	78.3	70.6	83.4
NEW ZEALAND	MARTON, ROSS STREET	1961-1990	79.7	65.2	80.4	73.0	92.3	98.9	97.2	85.1	80.9	93.2	79.0	92.0
NEW ZEALAND	MARTON FILTER STATION	1961-1990	83.5	69.1	78.5	73.7	97.3	101.1	99.6	91.4	86.2	99.0	78.9	101.4
NEW ZEALAND	MOTU KOWHAI	1961-1990	73.6	58.8	75.3	72.9	87.5	94.2	91.1	81.5	79.0	84.3	73.7	91.0
NEW ZEALAND	MARAMA KOWHAI	1961-1990	76.4	63.2	85.5	74.0	95.6	98.1	105.3	90.3	91.7	89.0	75.6	100.9
NEW ZEALAND	KOMAKO	1961-1990	84.3	72.4	105.0	94.7	121.4	125.5	131.5	116.6	117.0	103.0	86.7	121.4
NEW ZEALAND	LAKE ALICE	1961-1990	72.1	57.4	78.3	71.3	83.9	93.3	91.2	81.7	79.1	81.2	69.3	85.6
NEW ZEALAND	BULLS,FLOCKHOUSE	1961-1990	62.6	56.9	65.9	63.3	83.4	82.3	89.6	78.0	71.0	71.8	61.1	84.5
NEW ZEALAND	WAITATAPIA	1961-1990	64.5	54.9	68.7	65.4	84.4	85.0	92.1	76.4	70.4	69.4	65.3	80.5
NEW ZEALAND	FEILDING SANDON RD	1961-1990	71.0	56.8	75.0	67.9	84.3	87.7	93.5	78.6	80.3	76.7	66.6	86.2
NEW ZEALAND	FEILDING SEWAGE PT	1961-1990	58.3	53.4	66.8	60.3	81.8	82.6	86.8	73.0	72.4	75.7	59.1	76.8
NEW ZEALAND	BUNNYTHORPE	1961-1990	65.7	52.6	70.6	54.9	76.8	78.6	90.6	71.4	73.6	71.7	60.1	84.7
NEW ZEALAND	GLEN OROUA	1961-1990	66.7	54.3	68.8	59.6	80.1	84.2	89.6	74.8	70.5	70.5	60.7	78.6
NEW ZEALAND	PALM. NTH, HAYDON ST	1961-1990	70.6	68.1	77.8	67.7	90.4	85.6	95.3	78.8	83.6	82.6	69.4	100.1
NEW ZEALAND	HIMATANGI	1961-1990	71.8	53.9	69.3	66.8	84.5	88.5	94.6	79.0	71.9	75.2	66.4	86.4
NEW ZEALAND	OPIKI	1961-1990	68.8	59.2	74.0	66.5	91.9	93.4	99.2	87.5	79.7	79.4	69.0	88.2
NEW ZEALAND	TIRITEA NO 2	1961-1990	89.9	83.9	97.9	92.2	123.9	122.1	131.5	111.5	115.4	118.2	91.5	119.1
NEW ZEALAND	WAITARERE FOREST	1961-1990	65.2	54.6	70.2	61.2	87.7	85.5	94.6	76.0	74.3	67.0	60.7	78.5
NEW ZEALAND	MOUTOA	1961-1990	77.7	59.7	77.2	67.6	92.8	92.9	98.3	85.9	80.8	82.9	70.0	89.2
NEW ZEALAND	LEVIN MAF	1961-1990	85.3	64.1	87.5	77.5	107.1	104.2	113.6	95.9	93.4	94.1	80.5	99.2
NEW ZEALAND	MUHUNOA EAST	1961-1990	108.0	85.4	107.7	96.2	131.5	129.9	135.2	121.0	124.5	133.0	106.4	123.1
NEW ZEALAND	WAIKANAE WATERWORKS	1961-1990	79.1	61.6	99.1	80.8	125.0	126.2	127.5	113.7	100.0	112.0	88.6	101.9
NEW ZEALAND	TE HORO,LONGCROFT	1961-1990	75.1	58.9	99.7	76.8	119.6	116.6	117.7	106.4	93.0	109.5	86.6	100.3
NEW ZEALAND	REIKORANGI	1961-1990	112.7	84.2	135.3	109.4	162.5	167.1	176.7	153.6	143.5	164.6	125.5	149.6
NEW ZEALAND	PAEKAKARIKI HILL	1961-1990	93.8	70.4	107.4	100.6	126.6	137.6	138.8	124.8	102.2	114.7	101.1	105.1
NEW ZEALAND	LINDEN	1961-1990	76.8	58.4	94.3	111.8	130.5	143.2	147.6	135.4	109.9	104.6	91.9	104.3
NEW ZEALAND	LOWER HUTT,TAITA	1961-1990	85.8	64.3	105.3	104.5	138.5	144.5	151.7	136.2	104.8	108.2	97.3	108.6
NEW ZEALAND	LOWER HUTT,AVALON	1961-1990	80.1	61.7	101.7	111.2	148.4	141.0	147.8	128.1	99.3	116.4	94.9	113.6
NEW ZEALAND	KARORI RESERVOIR	1961-1990	81.3	65.5	101.7	113.8	132.9	146.4	153.0	146.0	113.5	107.8	103.1	97.5
NEW ZEALAND	LOWER HUTT,GRACEFIELD	1961-1990	73.9	61.5	92.4	111.4	136.7	142.0	158.0	139.5	114.0	98.3	87.9	100.0
NEW ZEALAND	WAINUIOMATA RESERVOIR	1961-1990	92.4	83.6	141.3	145.0	210.3	231.2	241.4	228.9	158.6	142.8	123.8	139.2
NEW ZEALAND	EASTBOURNE, DAYS BAY	1961-1990	71.4	68.2	93.5	127.4	144.3	167.3	170.2	157.8	113.0	104.7	87.3	109.5
NEW ZEALAND	WELLINGTON,RONGOTAI	1961-1990	70.5	52.4	80.6	92.7	106.7	122.9	118.7	114.2	90.8	87.1	81.6	77.7
NEW ZEALAND	KAITOKE	1961-1990	135.5	95.6	147.4	140.9	200.8	213.9	221.0	210.8	183.9	175.3	176.4	175.2
NEW ZEALAND	KAITOKE HEADWORKS	1961-1990	147.6	105.8	165.9	165.9	219.7	228.3	250.7	227.2	203.0	195.6	191.9	191.4
NEW ZEALAND	TRENTHAM RACECOURSE	1961-1990	88.4	61.3	96.5	97.0	129.5	136.5	141.8	130.5	104.6	109.2	99.8	105.2
NEW ZEALAND	WALLACEVILLE	1961-1990	88.2	59.4	99.2	95.4	130.5	134.9	141.5	130.0	104.4	108.8	99.8	106.1
NEW ZEALAND	TRENTHAM	1961-1990	81.1	54.1	90.8	92.9	126.6	134.4	138.3	125.2	97.3	100.2	90.2	97.5
NEW ZEALAND	U HUTT,TENNYSON ST	1961-1990	94.4	61.1	100.1	99.8	132.7	138.7	142.6	133.5	108.9	116.7	109.2	110.2
NEW ZEALAND	CAPE EGMONT	1961-1990	100.9	85.0	104.0	120.8	127.0	142.2	158.6	131.4	117.3	103.1	94.8	95.0
NEW ZEALAND	PATIKI	1961-1990	101.1	88.6	109.5	107.6	123.9	144.4	145.1	124.4	123.8	118.1	106.0	111.8
NEW ZEALAND	DAWSON FALLS	1961-1990	327.4	298.4	400.8	475.6	569.4	591.0	609.1	652.9	595.4	526.4	441.2	412.7
NEW ZEALAND	STRATFORD DEM FARM	1961-1990	144.3	119.4	150.8	144.7	189.5	204.3	214.0	194.3	172.2	180.7	171.5	154.4
NEW ZEALAND	RIVERLEA	1961-1990	106.3	93.1	113.5	124.5	148.9	176.4	177.9	151.0	142.0	134.8	117.0	119.9
NEW ZEALAND	ELTHAM	1961-1990	105.0	98.7	117.1	113.9	149.0	168.4	175.5	159.8	137.6	126.3	116.7	116.2
NEW ZEALAND	MANAIA DEM FARM	1961-1990	85.3	70.5	93.9	92.0	114.0	124.4	124.1	106.2	98.2	89.2	85.8	82.7
NEW ZEALAND	INAHA	1961-1990	83.9	68.1	86.5	84.4	106.0	113.2	116.3	98.2	90.5	82.8	77.4	81.7
NEW ZEALAND	ORAUTOHA	1961-1990	108.1	83.2	98.4	95.4	119.5	134.4	134.5	125.3	133.2	120.5	125.3	123.3
NEW ZEALAND	KARIOI 2	1961-1990	88.9	64.1	76.1	80.2	106.1	113.5	118.1	100.4	111.6	92.6	90.7	113.6
NEW ZEALAND	PARAPARA,OKEORE	1961-1990	90.7	70.9	86.9	90.4	119.1	114.9	122.1	107.1	114.6	107.3	98.6	119.0
NEW ZEALAND	MARUA	1961-1990	72.5	63.7	72.1	59.5	84.7	81.8	86.9	72.0	75.1	69.1	66.6	92.2
NEW ZEALAND	MATAROA	1961-1990	84.2	63.5	80.6	72.5	95.7	102.1	103.4	90.8	92.7	87.1	85.5	111.4
NEW ZEALAND	MOAWHANGO,TIKERERE	1961-1990	75.7	53.1	72.2	56.8	78.0	76.7	80.7	69.3	73.9	70.4	61.7	90.3
NEW ZEALAND	HUNTERVILLE,KOEKE EST	1961-1990	88.5	70.2	83.8	79.2	103.2	108.4	103.6	94.9	93.0	91.6	81.6	110.9
NEW ZEALAND	CAIRNMUIR MANGAWEKA	1961-1990	82.2	69.4	90.4	76.2	105.0	102.4	106.1	90.8	93.7	97.0	84.7	114.1
NEW ZEALAND	TAOROA	1961-1990	70.8	56.3	71.9	61.7	83.0	84.5	88.0	76.2	75.3	70.7	63.4	95.7
NEW ZEALAND	OXTON	1961-1990	82.0	65.5	74.0	68.2	83.5	92.3	90.0	81.6	78.5	83.5	78.6	96.1
NEW ZEALAND	MANGAONOHO	1961-1990	87.6	62.8	80.0	69.0	88.5	89.6	90.0	81.2	86.5	86.6	78.5	99.0
NEW ZEALAND	OHINGAITI,MANGAMAKO	1961-1990	81.4	59.1	72.2	65.6	83.7	88.1	85.8	78.2	78.1	79.3	73.0	98.4
NEW ZEALAND	TE PARAPARA	1961-1990	88.1	70.9	94.2	83.6	118.6	111.7	114.9	95.8	102.5	100.2	82.6	115.8
NEW ZEALAND	WANGANUI,COOKS GDNS	1961-1990	66.6	57.7	65.6	67.0	79.4	84.6	83.5	72.6	66.5	71.6	67.4	77.6
NEW ZEALAND	OKOIA, MANGAONE	1961-1990	77.0	63.6	75.9	68.2	88.3	95.1	90.1	82.6	74.7	86.1	77.2	92.0
NEW ZEALAND	NGAHERE ITI	1961-1990	79.2	58.5	75.6	65.3	87.3	92.1	90.7	82.4	79.2	85.5	74.4	91.3
NEW ZEALAND	TIROROA REWA	1961-1990	75.9	60.5	79.8	68.2	86.2	89.5	90.2	85.0	79.8	85.1	74.9	93.3
NEW ZEALAND	APITI	1961-1990	82.3	68.5	91.3	86.1	110.0	118.3	118.1	106.5	107.3	100.7	88.7	118.0
NEW ZEALAND	APITI, TABLE FLAT	1961-1990	105.9	88.8	133.7	121.3	151.2	162.3	168.0	152.5	153.1	126.1	105.8	152.9
NEW ZEALAND	PATURAU	1961-1990	133.8	94.6	137.6	155.7	155.1	175.1	182.2	169.8	154.6	182.8	161.0	145.6
NEW ZEALAND	BAINHAM	1961-1990	261.8	200.6	294.9	314.8	343.2	339.9	372.0	382.6	359.6	390.5	381.3	307.5
NEW ZEALAND	TARAKOHE	1961-1990	110.9	77.5	108.0	129.4	133.6	135.8	181.1	155.6	129.6	136.9	126.7	114.6
NEW ZEALAND	URUWHENUA	1961-1990	144.9	110.9	151.8	202.1	201.6	193.3	237.8	262.7	199.1	231.1	190.2	152.4
NEW ZEALAND	INANGAHUA	1961-1990	180.0	127.6	162.2	193.0	226.0	197.0	207.8	190.5	222.2	228.6	218.8	210.0
NEW ZEALAND	COBB DAM	1961-1990	131.4	106.4	163.5	174.9	212.2	197.4	242.3	229.6	210.5	216.3	198.8	164.5
NEW ZEALAND	KARAMEA	1961-1990	148.4	101.8	131.1	161.5	175.7	172.4	154.2	138.0	194.2	169.3	185.3	162.5
NEW ZEALAND	WANGAPEKA	1961-1990	116.6	88.5	115.0	136.5	148.4	143.9	157.7	162.8	159.9	180.0	166.9	166.1
NEW ZEALAND	HOWARD	1961-1990	147.3	106.4	124.7	155.9	163.4	153.1	163.7	157.3	183.7	193.5	182.2	161.8
NEW ZEALAND	MANGLES VALLEY	1961-1990	128.8	86.0	98.9	133.5	142.8	140.7	143.7	121.6	148.1	166.0	155.2	139.5
NEW ZEALAND	ROSS	1961-1990	300.6	210.4	278.5	254.0	266.7	230.1	235.1	243.8	290.5	315.4	330.6	293.9
NEW ZEALAND	REEFTON NZFS	1961-1990	149.1	105.9	125.0	165.9	187.4	172.2	182.3	170.2	188.8	193.1	178.1	171.5
NEW ZEALAND	BLACKBALL	1961-1990	237.3	165.2	209.3	260.9	287.1	258.7	248.5	243.9	304.4	287.0	298.9	240.5
NEW ZEALAND	TOTARA FLAT	1961-1990	157.7	110.6	128.6	155.7	184.2	161.2	168.8	144.6	182.6	179.9	181.6	160.0
NEW ZEALAND	GREYMOUTH HBR	1961-1990	200.4	149.0	192.7	222.3	227.0	204.9	202.8	189.6	218.0	234.9	226.5	210.4
NEW ZEALAND	GREYMOUTH AERO	1961-1990	201.8	139.8	195.5	214.5	205.2	198.6	199.4	186.7	211.5	234.8	227.6	216.0
NEW ZEALAND	DOBSON	1961-1990	241.4	162.8	215.5	235.3	257.9	237.4	219.8	202.3	251.8	271.7	268.7	240.1
NEW ZEALAND	PAROA	1961-1990	222.1	149.1	209.8	236.9	237.2	202.6	211.1	209.2	235.9	248.3	241.1	233.7
NEW ZEALAND	ARNOLD POWER STATION	1961-1990	255.0	180.2	216.8	251.6	288.1	243.9	239.3	223.0	285.3	307.4	310.8	269.1
NEW ZEALAND	INCHBONNIE	1961-1990	405.0	297.9	359.1	397.4	453.7	349.6	336.8	341.0	447.3	481.0	477.1	422.1
NEW ZEALAND	ROTOMANU 2	1961-1990	300.3	216.9	256.0	272.9	313.2	240.5	235.4	232.2	305.6	332.4	356.7	295.7
NEW ZEALAND	KOWHITIRANGI NO 2	1961-1990	324.6	227.9	311.1	298.9	284.4	251.6	249.7	248.2	321.3	351.6	352.3	343.3
NEW ZEALAND	LAKE KANIERE	1961-1990	332.9	257.0	327.0	303.5	328.6	273.1	269.8	290.6	364.8	367.3	393.1	355.1
NEW ZEALAND	OTIRA SUBSTATION	1961-1990	447.7	279.8	350.8	410.7	470.6	368.7	361.5	393.8	516.3	549.7	530.4	425.4
NEW ZEALAND	DUMFREITH	1961-1990	151.9	102.0	124.0	155.5	177.8	157.1	178.9	150.3	186.8	193.0	186.9	163.4
NEW ZEALAND	GREY ROBINSON RIVERS	1961-1990	233.1	156.2	180.8	229.3	255.7	216.3	219.9	198.1	261.8	277.1	287.7	239.0
NEW ZEALAND	LOWER WHATAROA	1961-1990	331.7	258.0	346.5	301.5	296.2	250.6	260.0	287.1	332.3	360.7	338.6	347.3
NEW ZEALAND	WHATAROA 2	1961-1990	425.0	292.0	444.1	351.8	363.0	297.4	292.7	331.1	404.8	439.0	413.1	435.5
NEW ZEALAND	MAHITAHI	1961-1990	435.0	331.9	488.6	354.5	354.8	282.5	314.8	295.0	400.8	435.4	397.7	435.7
NEW ZEALAND	PARINGA	1961-1990	494.5	378.2	617.8	427.6	421.1	369.7	392.7	414.3	493.2	546.1	493.3	471.1
NEW ZEALAND	HAAST PASS	1961-1990	398.5	260.7	398.4	351.8	377.1	301.8	299.9	331.3	451.1	458.8	403.6	378.7
NEW ZEALAND	GREVILLE HARBOUR	1961-1990	81.4	48.6	81.9	93.0	98.8	96.8	115.8	98.4	81.8	89.2	82.1	78.8
NEW ZEALAND	STEPHENS IS	1961-1990	60.5	38.7	62.5	67.4	80.8	73.9	85.9	79.4	64.8	70.9	61.8	61.2
NEW ZEALAND	RIWAKA VALLEY	1961-1990	103.2	92.6	132.5	146.2	161.5	161.5	199.1	213.3	156.1	167.7	147.3	126.4
NEW ZEALAND	MOTUEKA	1961-1990	86.8	79.8	102.8	119.2	125.8	131.0	158.2	164.0	119.5	125.4	110.3	95.4
NEW ZEALAND	LOWER MOUTERE	1961-1990	77.8	70.2	85.3	106.5	112.2	112.0	130.8	137.7	103.1	108.5	98.2	86.6
NEW ZEALAND	GRAHAM V. POKORORO	1961-1990	96.5	83.1	115.5	132.3	143.6	147.1	177.3	194.3	153.3	154.4	137.1	123.7
NEW ZEALAND	BATON	1961-1990	102.2	76.6	105.2	118.5	133.7	132.0	158.5	164.6	137.7	150.5	137.8	123.2
NEW ZEALAND	MOTUPIKO	1961-1990	83.5	70.9	80.3	91.8	94.2	94.1	104.0	104.6	95.0	116.0	96.2	99.6
NEW ZEALAND	KOHATU,HIGHFIELD 2	1961-1990	95.1	78.7	104.8	113.2	108.0	105.5	114.7	116.8	115.3	124.8	110.9	97.6
NEW ZEALAND	KAKA	1961-1990	132.6	103.5	120.6	144.6	142.4	130.5	147.2	147.7	152.1	187.2	163.4	150.3
NEW ZEALAND	WHANGAMOA 2	1961-1990	111.6	90.3	130.6	153.0	139.7	132.1	139.5	155.8	131.6	159.8	148.2	130.1
NEW ZEALAND	POKOKINI	1961-1990	120.7	86.0	130.7	157.4	154.4	140.8	162.3	169.2	145.9	165.5	156.7	135.8
NEW ZEALAND	MAPUA	1961-1990	70.4	56.9	75.3	85.4	89.5	85.6	95.8	100.0	80.5	87.2	81.8	72.7
NEW ZEALAND	APPLEBY	1961-1990	71.2	55.7	75.3	88.6	88.7	85.0	95.6	99.9	81.5	90.2	82.3	71.7
NEW ZEALAND	MAITAI VALLEY	1961-1990	108.3	82.7	121.3	145.3	143.2	123.4	132.6	153.2	125.5	148.4	137.4	117.5
NEW ZEALAND	RAI VALLEY	1961-1990	139.5	112.4	148.7	184.7	188.9	163.8	175.9	199.3	171.3	195.8	172.4	174.5
NEW ZEALAND	LINKWATER	1961-1990	105.5	69.2	111.5	136.4	145.8	128.2	171.8	176.1	134.3	147.6	112.1	106.1
NEW ZEALAND	MOUTERE HILLS	1961-1990	83.5	60.8	77.6	94.2	88.6	95.6	101.4	102.8	91.5	102.2	85.9	87.4
NEW ZEALAND	RODING RIVER	1961-1990	117.2	78.2	115.0	137.7	130.4	112.5	123.3	136.9	123.1	142.8	131.0	117.7
NEW ZEALAND	HAVELOCK SUBURBAN	1961-1990	103.6	73.2	108.7	133.6	142.4	120.4	154.9	166.3	135.1	143.3	121.4	112.9
NEW ZEALAND	ONAMALUTU,ASHDOWN STN	1961-1990	112.8	75.6	116.1	142.8	144.0	135.2	159.9	171.6	144.7	158.6	126.3	116.1
NEW ZEALAND	GROVETOWN	1961-1990	52.2	34.2	53.9	59.1	66.0	54.4	71.0	69.3	49.4	56.5	47.6	48.1
NEW ZEALAND	FABIANS VALLEY	1961-1990	100.2	66.3	93.4	123.5	116.0	102.3	132.9	142.2	126.3	136.2	106.6	95.7
NEW ZEALAND	WAIRAU VLY,SOUTHWOLD	1961-1990	73.8	53.2	74.0	92.9	85.5	81.2	103.4	104.6	85.2	102.2	78.1	74.7
NEW ZEALAND	SEVENOAKS	1961-1990	61.5	42.1	59.6	69.4	72.9	65.0	74.0	79.6	64.7	73.0	58.3	56.8
NEW ZEALAND	FAIRHALL	1961-1990	54.7	35.9	50.7	60.8	66.7	55.4	66.4	68.9	53.6	63.5	49.3	50.2
NEW ZEALAND	GLENMAE	1961-1990	80.4	59.5	81.5	97.2	94.4	94.1	103.4	112.7	90.8	108.3	89.9	80.4
NEW ZEALAND	TYNTESFIELD	1961-1990	57.5	40.8	52.9	63.5	66.2	58.9	68.3	71.7	60.2	65.9	56.4	54.1
NEW ZEALAND	THE LEATHAM	1961-1990	97.5	70.2	86.2	110.9	106.5	98.2	109.5	106.2	102.8	119.1	110.5	99.1
NEW ZEALAND	SPRAY POINT WAIHOPAI	1961-1990	81.2	58.9	78.5	84.0	90.1	84.5	89.7	91.9	93.9	107.4	89.1	88.3
NEW ZEALAND	MARAMA	1961-1990	59.3	38.2	62.0	67.0	71.1	63.9	84.2	88.0	63.3	71.7	56.7	56.2
NEW ZEALAND	DUNTROON	1961-1990	65.4	41.8	63.3	76.2	72.4	75.1	88.9	88.6	73.7	81.4	65.3	73.6
NEW ZEALAND	AWATERE VLY,UPCOT	1961-1990	66.0	40.9	55.4	61.3	61.8	58.9	71.7	72.9	62.5	73.9	65.1	62.5
NEW ZEALAND	TITIRANGI BAY	1961-1990	105.1	73.1	116.1	120.4	150.6	150.8	178.7	161.9	121.2	135.9	125.7	110.3
NEW ZEALAND	MANAROA	1961-1990	107.7	71.3	130.0	136.1	154.4	143.5	169.7	170.8	128.3	148.5	132.7	119.6
NEW ZEALAND	WAITARIA BAY	1961-1990	131.0	96.7	148.5	175.3	181.8	161.8	192.7	211.4	167.7	188.7	189.6	165.3
NEW ZEALAND	THE BROTHERS LIGHT	1961-1990	49.9	36.3	56.8	69.4	76.7	77.0	92.2	72.9	57.5	70.3	56.5	54.1
NEW ZEALAND	OCEAN BAY	1961-1990	101.3	76.7	103.7	124.6	129.9	111.2	133.0	133.1	103.5	118.6	109.3	101.4
NEW ZEALAND	MARSHLANDS	1961-1990	60.4	38.2	62.5	66.6	77.1	64.6	83.2	82.3	61.2	68.5	56.3	57.1
NEW ZEALAND	SEDDON	1961-1990	49.9	29.5	57.5	56.3	62.3	55.7	68.8	66.5	45.3	48.6	42.8	42.4
NEW ZEALAND	SEAVIEW	1961-1990	47.6	31.7	55.9	59.1	63.4	53.9	71.3	68.1	45.6	47.4	44.4	41.1
NEW ZEALAND	UGBROOKE	1961-1990	51.5	37.5	62.5	65.4	67.8	59.1	76.6	74.2	52.7	54.5	49.8	46.3
NEW ZEALAND	WAI ITI	1961-1990	52.4	31.5	61.5	58.9	67.3	58.3	81.3	73.6	48.5	51.8	47.9	48.9
NEW ZEALAND	GRASSMERE SALT WORKS	1961-1990	41.4	27.4	53.6	55.1	60.4	53.0	70.5	66.5	38.8	42.2	39.1	38.5
NEW ZEALAND	WARD,CHANCET	1961-1990	54.8	38.1	70.0	64.8	79.7	61.0	91.4	80.5	51.9	53.2	58.9	56.6
NEW ZEALAND	THE POPLARS	1961-1990	100.8	64.7	72.7	95.9	117.6	98.3	112.8	108.0	118.9	128.7	108.5	94.5
NEW ZEALAND	GLYNN WYE STN	1961-1990	76.7	53.5	65.9	80.9	95.8	81.2	91.5	100.0	83.9	96.8	85.9	72.5
NEW ZEALAND	ELLERTON	1961-1990	59.7	42.9	91.7	67.0	79.2	55.8	88.9	74.6	54.3	55.0	58.7	50.5
NEW ZEALAND	NGAIO DOWNS	1961-1990	52.7	39.9	73.4	63.3	70.6	51.1	80.7	71.9	53.6	48.5	53.4	50.3
NEW ZEALAND	IMPHAL	1961-1990	46.8	47.8	108.6	71.5	84.5	66.3	94.7	100.1	74.6	69.7	61.6	61.9
NEW ZEALAND	CLARENCE,MATARIKI	1961-1990	56.9	52.3	92.1	73.7	95.9	66.1	95.2	75.7	52.2	55.9	61.9	59.0
NEW ZEALAND	SAWYERS DOWNS	1961-1990	70.7	69.0	109.0	90.1	100.5	76.7	123.5	109.9	89.5	87.1	77.6	77.7
NEW ZEALAND	HAPUKU,GRANGE RD	1961-1990	109.6	120.0	169.3	134.8	131.2	97.8	149.8	137.7	106.6	119.1	118.7	114.6
NEW ZEALAND	KAIKOURA WEST	1961-1990	54.9	53.0	95.4	85.2	87.0	69.0	89.9	88.0	60.1	62.9	61.0	52.6
NEW ZEALAND	HALDON DOWNS	1961-1990	57.6	65.1	122.0	97.1	87.9	73.4	96.4	103.7	76.6	81.6	77.8	69.6
NEW ZEALAND	LAKE TAYLOR STATION	1961-1990	88.7	57.5	70.8	96.2	111.5	98.9	121.8	108.9	110.8	122.5	98.8	90.2
NEW ZEALAND	ISLAND HILLS	1961-1990	78.0	61.4	89.5	89.5	103.6	80.9	111.9	108.5	95.3	99.5	87.0	76.4
NEW ZEALAND	RIVERSIDE	1961-1990	52.5	53.6	65.2	58.2	61.7	52.6	65.7	67.6	53.6	58.9	58.5	58.6
NEW ZEALAND	CULVERDEN PO	1961-1990	44.3	44.7	49.3	57.0	56.5	44.2	60.0	58.1	44.1	49.5	48.7	50.8
NEW ZEALAND	BALMORAL FOREST	1961-1990	40.5	39.9	50.4	53.6	58.9	48.1	62.3	60.8	41.9	49.9	45.6	45.0
NEW ZEALAND	MELROSE STN	1961-1990	69.3	59.1	74.2	77.3	87.1	74.5	91.6	91.8	77.4	87.7	75.0	72.7
NEW ZEALAND	MASONS FLAT	1961-1990	56.1	53.3	63.7	60.5	69.4	55.9	68.0	65.6	56.4	69.9	61.6	59.8
NEW ZEALAND	GLENALLEN	1961-1990	44.7	45.6	57.7	56.5	65.3	51.7	71.0	70.4	52.2	64.6	53.5	52.2
NEW ZEALAND	WHALESBACK STN	1961-1990	83.4	84.8	112.7	116.2	115.7	110.3	140.7	143.7	104.0	110.8	90.6	96.2
NEW ZEALAND	HIGHFIELD	1961-1990	55.1	51.9	73.3	71.6	68.8	60.8	80.5	83.9	65.5	64.0	62.2	59.6
NEW ZEALAND	KEINTON COMBE	1961-1990	64.2	63.5	87.5	88.0	81.7	72.1	95.0	101.3	77.3	76.1	70.4	67.3
NEW ZEALAND	FERNIEHURST	1961-1990	72.2	66.8	107.2	98.5	105.4	93.0	131.7	127.5	84.3	91.4	78.1	71.4
NEW ZEALAND	HAWKSWOOD	1961-1990	63.6	68.9	112.0	104.7	111.3	98.7	144.4	130.1	84.4	85.7	77.3	72.0
NEW ZEALAND	CONWAY FLAT	1961-1990	56.3	56.0	83.8	86.3	80.5	62.2	78.2	74.1	52.5	59.2	59.3	54.1
NEW ZEALAND	SPOTSWOOD	1961-1990	47.2	50.7	80.1	76.8	78.6	74.1	94.2	84.0	57.1	59.6	54.5	51.8
NEW ZEALAND	LOWRY HILLS STN	1961-1990	53.1	52.4	81.1	77.6	74.8	68.4	91.1	87.2	61.9	65.5	57.7	59.7
NEW ZEALAND	GORE BAY	1961-1990	61.8	57.1	78.4	80.9	82.4	69.0	81.1	79.0	53.0	61.4	64.4	51.8
NEW ZEALAND	KILMARNOCK	1961-1990	66.7	62.4	86.9	84.3	85.2	72.8	87.3	82.4	57.6	70.4	69.8	60.0
NEW ZEALAND	EREWHON	1961-1990	118.8	75.8	106.9	119.7	134.5	128.6	143.9	151.4	151.9	165.8	138.3	123.5
NEW ZEALAND	MESOPOTAMIA	1961-1990	78.7	49.6	61.4	77.7	85.5	79.4	78.4	95.3	94.8	100.2	84.1	71.7
NEW ZEALAND	LILYBANK STATION	1961-1990	83.7	53.6	77.3	88.5	97.0	94.1	105.0	111.2	110.9	117.5	95.2	91.2
NEW ZEALAND	L PUKAKI, BRAEMAR	1961-1990	70.0	41.5	67.3	61.8	75.7	69.4	74.8	82.6	84.1	86.6	72.1	66.7
NEW ZEALAND	DEEPBURN	1961-1990	93.5	75.6	91.3	79.8	74.2	58.5	66.1	83.4	71.8	87.0	85.7	96.9
NEW ZEALAND	GLENTHORNE	1961-1990	111.3	73.4	98.6	116.7	143.4	119.7	132.4	142.9	151.8	161.3	136.5	126.0
NEW ZEALAND	HARPER RIVER	1961-1990	95.0	64.2	79.8	99.4	115.7	105.3	114.4	118.7	119.1	132.6	110.7	99.4
NEW ZEALAND	SIMOIS CREEK	1961-1990	63.7	45.6	58.2	76.5	85.4	82.7	94.4	92.1	87.9	87.1	74.6	60.3
NEW ZEALAND	DOUBLE HILL	1961-1990	106.1	72.8	90.8	107.1	118.5	106.7	102.8	124.4	124.9	144.5	119.4	105.9
NEW ZEALAND	L COLERIDGE HOMESTEAD	1961-1990	63.6	45.5	58.8	77.0	80.2	73.0	82.5	83.2	77.0	87.4	68.2	61.3
NEW ZEALAND	MT TORLESSE	1961-1990	90.5	69.8	82.6	88.8	90.0	66.8	87.6	83.8	79.8	96.8	85.3	83.3
